,STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR,TIME_NUM,SUSPECT_REPORTED_AGE_CUT
44,4411,2020-05-12,05:02:00,2020,May,Tuesday,Based on Radio Run,APP,POM,28,SGT,28,BURGLARY,6,Y,N,Y,BURGLARY,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,"RUNNING FROM SCENE, HIDING AND REFUSING TO COME OUT FROM UNDER VEHICLE",39,MALE,WHITE,6.2,200,THN,BROWN,BLD,empty,28,W 118 ST && ADAM CLAYTON POWELL JR BLVD,W 118 ST,997657,232391,10026,PBMN,MANHATTAN,Y,5,0,5.033333333333333,"[30, 40)"
45,7155,2020-09-21,06:50:00,2020,September,Monday,Based on Radio Run,APP,POM,67,SGT,67,BURGLARY,18,Y,N,Y,BURGLARY,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,PF,IRATE BEHAVIOR,32,MALE,BLACK,5.6,180,UNKNOWN,BROWN,BLK,empty,67,E 38 ST && CLARENDON RD,E 38 ST,1000598,173807,11203,PBBS,BROOKLYN,Y,6,0,6.833333333333333,"[30, 40)"
46,1742,2020-02-20,01:40:00,2020,February,Thursday,Based on Radio Run,APP,POM,104,LT,104,CPW,12,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,SB,UPSET,18,MALE,WHITE,5.9,150,THN,BLACK,BLK,BLACK AND GRAY JACKET RED HOO,104,66-30 74 ST,74 ST,1017578,199606,11379,PBQN,QUEENS,Y,1,4,1.6666666666666665,"[10, 20)"
47,3177,2020-04-01,16:30:00,2020,April,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,empty,36,MALE,WHITE,5.633333333333333,197,HEA,BROWN,BRO,empty,60,2336 W 11 ST,W 11 ST,989422,154436,11223,PBBS,BROOKLYN,Y,16,0,16.5,"[30, 40)"
48,5734,2020-06-26,11:33:00,2020,June,Friday,Based on C/W on Scene,APP,POF,100,SGT,100,ROBBERY,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,20,MALE,WHITE,5.8,170,MED,BROWN,BLK,NONE,100,186 BEACH 109 ST,BEACH 109 ST,1031413,150914,11694,PBQS,QUEENS,N,11,1,11.55,"[20, 30)"
49,2773,2020-03-21,17:15:00,2020,March,Saturday,Based on Radio Run,APP,POM,72,LT,72,ASSAULT,16,Y,N,Y,ROBBERY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,19,MALE,WHITE,5.7,150,THN,BROWN,BLK,empty,66,40 ST && 9 AVE,40 ST,985448,174408,11232,PBBS,BROOKLYN,Y,17,1,17.25,"[10, 20)"
50,3628,2020-04-18,22:25:00,2020,April,Saturday,Based on Radio Run,APP,OTHER,805,LT,805,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,SB,CALM,32,MALE,BLACK,5.5,180,MED,BROWN,BLK,WHITE TANK TOP BLUE JEANS,23,1385 5 AVE,5 AVE,998935,230548,10029,PBMN,MANHATTAN,Y,22,1,22.416666666666668,"[30, 40)"
51,3449,2020-04-11,18:42:00,2020,April,Saturday,Based on Radio Run,APP,POF,50,SGT,50,PETIT LARCENY,20,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,18,MALE,BLACK,5.1,175,MED,BLACK,BLK,empty,50,5716 BROADWAY,BROADWAY,1011335,260687,10463,PBBX,BRONX,N,18,1,18.7,"[10, 20)"
52,2039,2020-03-02,06:40:00,2020,March,Monday,Based on Radio Run,APP,POM,113,SGT,113,GRAND LARCENY AUTO,5,Y,N,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,CM,NORMAL,19,MALE,OTHER,5.6,95,THN,BROWN,BLK,empty,113,111 AVE && 158 ST,111 AVE,1042104,190835,11433,PBQS,QUEENS,Y,6,3,6.666666666666667,"[10, 20)"
53,9214,2020-12-19,02:30:00,2020,December,Saturday,Based on Radio Run,APP,POM,75,SGT,75,CPW,5,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,NERVES,21,MALE,WHITE,5.7,120,THN,BROWN,BLK,OUTER GARMENT RED SWEATER RED,75,LINDEN BLVD && HINSDALE ST,LINDEN BLVD,1012816,178898,11207,PBBN,BROOKLYN,Y,2,0,2.5,"[20, 30)"
54,7645,2020-10-13,16:38:00,2020,October,Tuesday,Based on Radio Run,APP,POM,41,SGT,41,CPW,18,Y,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,CO,empty,22,MALE,BLACK,5.766666666666667,187,MED,BROWN,BLK,empty,41,592 BECK ST,BECK ST,1011246,235940,10455,PBBX,BRONX,Y,16,0,16.633333333333333,"[20, 30)"
55,6580,2020-02-20,20:57:00,2020,February,Thursday,Based on Radio Run,APP,POM,161,SGT,161,PETIT LARCENY,8,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,IRRATE,54,MALE,BLACK,5.7,165,THN,BROWN,BLK,TATTOO - CROSS - LEFT EYE,14,1466 BROADWAY,BROADWAY,988044,214513,10036,PBMS,MANHATTAN,Y,20,0,20.95,"[50, 60)"
56,734,2020-01-27,05:50:00,2020,January,Monday,Based on Radio Run,APP,POM,46,SGT,46,ASSAULT,4,Y,N,Y,ASSAULT,N,Y,N,N,N,Y,Y,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,CONFUSED,17,MALE,BLACK,6.1,160,THN,BLACK,BLK,empty,46,2065 JEROME AVE,JEROME AVE,1009924,250533,10453,PBBX,BRONX,Y,5,9,5.833333333333333,"[10, 20)"
57,6766,2020-08-29,12:08:00,2020,August,Saturday,Based on Self Initiated,APP,POM,90,SGT,81,OTHER,2,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM,33,MALE,WHITE,5.8,170,MED,BROWN,BRO,empty,90,GRAHAM AVE && BOERUM ST,GRAHAM AVE,1000063,196456,11206,PBBN,BROOKLYN,Y,12,1,12.133333333333333,"[30, 40)"
58,6908,2020-09-03,02:08:00,2020,September,Thursday,Based on Radio Run,APP,POM,43,SGT,43,GRAND LARCENY,13,Y,N,N,not arrested,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,CM,NERVOUS,22,MALE,BLACK,5.6,210,HEA,BROWN,BLK,empty,43,1878 CROSS BRONX EXPY,CROSS BRONX EXPY,1022116,243027,10472,PBBX,BRONX,Y,2,2,2.1333333333333333,"[20, 30)"
59,1018,2020-01-31,16:00:00,2020,January,Friday,Based on Self Initiated,APP,POM,808,SGT,808,CRIMINAL TRESPASS,5,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,NORMAL,17,MALE,BLACK,5.8,150,THN,BROWN,BLK,empty,47,3444 WHITE PLAINS RD,WHITE PLAINS RD,1021230,258549,10467,PBBX,BRONX,Y,16,3,16.0,"[10, 20)"
60,8817,2020-12-01,14:25:00,2020,December,Tuesday,Based on Radio Run,APP,POM,52,SGT,52,GRAND LARCENY,10,Y,N,Y,GRAND LARCENY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,ID,CALM,27,MALE,WHITE,5.9,180,MED,BROWN,BLK,empty,50,2831 EXTERIOR ST,EXTERIOR ST,1010043,257980,10463,PBBX,BRONX,N,14,1,14.416666666666666,"[20, 30)"
61,6569,2020-08-12,22:05:00,2020,August,Wednesday,Based on Radio Run,APP,POM,52,SGT,52,CPW,0,Y,N,Y,CPW,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,CO,UNDERSTANDING,15,MALE,WHITE,5.9,150,MED,BROWN,BLK,empty,52,130 W KINGSBRIDGE RD,W KINGSBRIDGE RD,1010525,255771,10468,PBBX,BRONX,Y,22,0,22.083333333333332,"[10, 20)"
62,5488,2020-06-12,02:24:00,2020,June,Friday,Based on Radio Run,APP,POM,121,SGT,121,OTHER,20,Y,N,Y,OTHER,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,SB,NON COMPLIANT,19,MALE,BLACK,5.7,190,MED,BROWN,BLK,BLUE BANDANNA BLACK T-SHIRT B,121,RICHMOND TER && DE HART AVE,RICHMOND TER,940693,171332,10303,PBSI,STATEN ISLAND,N,2,6,2.4,"[10, 20)"
63,7540,2020-10-09,23:56:00,2020,October,Friday,Based on Radio Run,APP,POM,105,SGT,105,CPW,12,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM/UNDERSTANDING,24,MALE,BLACK,5.11,180,THN,BROWN,BLK,UNKNOWN,105,232 ST && 143 AVE,232 ST,1055188,181556,11413,PBQS,QUEENS,Y,23,1,23.933333333333334,"[20, 30)"
64,9008,2020-12-06,05:53:00,2020,December,Sunday,Based on Radio Run,APP,POM,72,SGT,72,AUTO STRIPPIG,18,Y,Y,Y,AUTO STRIPPIG,N,Y,N,N,N,N,N,empty,empty,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,WE,COMPLIANT,31,MALE,OTHER,5.8,150,THN,BROWN,BLK,empty,72,440 59 ST,59 ST,979581,172691,11220,PBBS,BROOKLYN,Y,5,6,5.883333333333333,"[30, 40)"
65,8373,2020-11-09,22:10:00,2020,November,Monday,Based on Radio Run,APP,POM,63,SGT,63,MENACING,10,Y,N,Y,MENACING,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,CM,SHOCKED,47,MALE,BLACK,6.0,200,MED,BROWN,BLK,empty,63,AVENUE M && E 57 ST,AVENUE M,1006350,165817,11234,PBBS,BROOKLYN,Y,22,0,22.166666666666668,"[40, 50)"
66,8172,2020-11-07,01:10:00,2020,November,Saturday,Based on Self Initiated,APP,POM,77,LT,77,CPW,1,N,N,Y,CPW,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,CM,CALM,17,MALE,BLACK,5.1,180,MED,BROWN,BLK,empty,77,1568 STERLING PL,STERLING PL,1004599,183796,11213,PBBN,BROOKLYN,Y,1,1,1.1666666666666667,"[10, 20)"
67,3954,2020-04-28,11:15:00,2020,April,Tuesday,Based on C/W on Scene,APP,OTHER,9,LT,9,BURGLARY,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,PLEASANT AND TOTALLY UNDERSTANDING,53,MALE,WHITE,5.9,180,MED,BROWN,BRO,empty,9,34 ST MARKS PL,ST MARKS PL,987486,204778,10003,PBMS,MANHATTAN,N,11,0,11.25,"[50, 60)"
68,7135,2020-09-01,20:56:00,2020,September,Tuesday,Based on Radio Run,APP,POF,84,SGT,84,CRIMINAL TRESPASS,20,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,52,MALE,WHITE,6.1,250,HEA,BROWN,BLD,NAVY BLUE SHIRT AND BLUE JEAN,84,335 WARREN ST,WARREN ST,986908,188966,11201,PBBN,BROOKLYN,Y,20,1,20.933333333333334,"[50, 60)"
69,9,2020-01-01,01:03:00,2020,January,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,CPW,5,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,empty,19,MALE,BLACK,6.2,180,UNKNOWN,unknown,BLK,empty,19,248 E 83 ST,E 83 ST,997094,222002,10028,PBMN,MANHATTAN,Y,1,0,1.05,"[10, 20)"
70,8135,2020-11-01,19:20:00,2020,November,Sunday,Based on Radio Run,APP,POF,13,SGT,13,ASSAULT,14,Y,N,Y,ASSAULT,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,AGITATED,60,MALE,BLACK,5.8,130,MED,BROWN,BLK,BLACK SWEATER BLACK SNEAKERS,13,145 E 23 ST,E 23 ST,988657,208659,10010,PBMS,MANHATTAN,N,19,7,19.333333333333332,"[60, 70)"
71,444,2020-01-16,17:18:00,2020,January,Thursday,Based on Radio Run,APP,POM,318,OTHER,318,GRAND LARCENY,6,Y,Y,Y,PETIT LARCENY,N,Y,N,N,N,Y,Y,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,SA,CALM,15,MALE,BLACK,5.9,120,THN,BROWN,BLK,empty,103,90 AVENUE D,AVENUE D,990900,202647,10009,PBQS,QUEENS,Y,17,1,17.3,"[10, 20)"
72,6652,2020-07-15,00:00:00,2020,July,Wednesday,Based on Self Initiated,APP,OTHER,802,LT,802,CPW,1,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,CM,COOPERATIVE,20,FEMALE,BLACK,5.8,200,HEA,BROWN,BLK,BLUE T SHIRT BLACK SHORTS,73,40 GLENMORE AVE,GLENMORE AVE,1009390,183743,11212,PBBN,BROOKLYN,Y,0,5,0.0,"[20, 30)"
73,5218,2020-06-02,16:52:00,2020,June,Tuesday,Based on Radio Run,APP,POM,112,LT,112,CRIMINAL MISCHIEF,6,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,14,MALE,WHITE,5.8,140,THN,OTHER,BLK,empty,112,101-19 QUEENS BLVD,QUEENS BLVD,1025357,203992,11375,PBQN,QUEENS,Y,16,2,16.866666666666667,"[10, 20)"
74,1371,2020-02-05,03:25:00,2020,February,Wednesday,Based on Radio Run,APP,POM,61,LT,61,BURGLARY,2,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,ANGRY,20,MALE,WHITE,5.9,165,THN,BROWN,BLK,2 MALES WEARING A BLACK HOODI,61,OCEAN AVE && AVENUE Y,OCEAN AVE,998206,154464,11235,PBBS,BROOKLYN,Y,3,8,3.4166666666666665,"[20, 30)"
75,2669,2020-03-13,13:48:00,2020,March,Friday,Based on C/W on Scene,APP,POM,94,SGT,94,CPSP,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,empty,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,"UPSET , CRYING, EMOTIONAL",28,FEMALE,WHITE,4.5,100,THN,unknown,OTHER,empty,94,DRIGGS AVE && N 9 ST,DRIGGS AVE,996655,200918,11211,PBBN,BROOKLYN,N,13,4,13.8,"[20, 30)"
76,8877,2020-11-19,12:40:00,2020,November,Thursday,Based on Radio Run,APP,SGT,50,LT,50,PETIT LARCENY,12,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,N,Y,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,41,MALE,BLACK,5.6,150,THN,BROWN,BLK,BLACK SWEATSHIRT BLACK SWEATS,50,BROADWAY && W 238 ST,BROADWAY,1011722,261759,10463,PBBX,BRONX,Y,12,1,12.666666666666666,"[40, 50)"
77,4783,2020-04-14,03:00:00,2020,April,Tuesday,Based on C/W on Scene,APP,POM,625,SGT,625,CRIMINAL MISCHIEF,10,Y,Y,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,UPSET,19,MALE,BLACK,5.1,160,THN,BROWN,BLK,empty,18,116 CENTRAL PARK S,CENTRAL PARK S,990584,218314,10019,PBMS,MANHATTAN,Y,3,4,3.0,"[10, 20)"
78,7561,2020-10-10,16:11:00,2020,October,Saturday,Based on Radio Run,APP,POM,19,LT,19,ROBBERY,10,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,PF,CALM,31,FEMALE,BLACK,5.1,100,THN,unknown,BLK,empty,19,165 E 60 ST,E 60 ST,993464,217095,10065,PBMN,MANHATTAN,N,16,1,16.183333333333334,"[30, 40)"
79,4148,2020-05-03,12:20:00,2020,May,Sunday,Based on Radio Run,APP,POM,81,SGT,81,PETIT LARCENY,10,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,COOPERATIVE,33,MALE,BLACK,6.2,200,THN,BROWN,BLK,empty,83,1103 BROADWAY,BROADWAY,1003646,192197,11221,PBBN,BROOKLYN,Y,12,5,12.333333333333334,"[30, 40)"
80,4790,2020-05-16,04:30:00,2020,May,Saturday,Based on Self Initiated,APP,POM,42,SGT,42,BURGLARY,10,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,SA,CALM,41,MALE,BLACK,5.3,140,MED,BROWN,BLK,WEARING WHITE HOODIE BLACK PA,42,1319 SOUTHERN BLVD,SOUTHERN BLVD,1014232,242141,10459,PBBX,BRONX,N,4,1,4.5,"[40, 50)"
81,2679,2020-03-08,23:20:00,2020,March,Sunday,Based on Radio Run,APP,POM,120,LT,120,PETIT LARCENY,5,Y,Y,Y,PETIT LARCENY,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,NERVOUS,12,MALE,BLACK,4.11,110,THN,BROWN,BLK,empty,120,VAN DUZER ST && BEACH ST,VAN DUZER ST,962120,168430,10304,PBSI,STATEN ISLAND,Y,23,2,23.333333333333332,"[10, 20)"
82,42,2020-01-03,04:09:00,2020,January,Friday,Based on C/W on Scene,APP,POM,68,SGT,68,CRIMINAL POSSESSION OF FORGED INSTRUMENT,35,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM,26,MALE,BLACK,6.2,170,MED,BROWN,BLK,empty,68,4 AVE && BAY RIDGE AVE,4 AVE,977722,170485,11220,PBBS,BROOKLYN,N,4,1,4.15,"[20, 30)"
83,6099,2020-07-18,00:06:00,2020,July,Saturday,Based on Self Initiated,APP,POM,802,LT,802,CPW,1,N,N,Y,CPW,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,CO,EVASIVE,18,MALE,BLACK,5.11,160,MED,BROWN,BLK,WHITE T SHIRT BLACK PANTS,73,1590 E NEW YORK AVE,E NEW YORK AVE,1009482,184202,11212,PBBN,BROOKLYN,Y,0,0,0.1,"[10, 20)"
84,5528,2020-06-16,01:42:00,2020,June,Tuesday,Based on Radio Run,APP,POM,109,SGT,109,BURGLARY,41,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,17,FEMALE,BLACK,5.7,120,MED,BROWN,BLK,empty,109,144-52 BOULEVARD,BOULEVARD,1032569,228047,11357,PBQN,QUEENS,Y,1,2,1.7,"[10, 20)"
85,9233,2020-12-22,14:01:00,2020,December,Tuesday,Based on Radio Run,APP,POF,104,SGT,104,PETIT LARCENY,3,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,30,MALE,WHITE,5.9,170,MED,BROWN,BLD,NAVY JACKET WITH FUR WHITE FA,104,FOREST AVE && GREENE AVE,FOREST AVE,1010424,198634,11385,PBQN,QUEENS,Y,14,1,14.016666666666667,"[30, 40)"
86,6503,2020-08-18,08:09:00,2020,August,Tuesday,Based on Radio Run,APP,POM,122,SGT,122,GRAND LARCENY,20,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,ANGRY,32,MALE,BLACK,5.1,220,MED,BROWN,BLK,"""DEATH BEFORE DISHONOR"" TATTO",122,2700 HYLAN BLVD,HYLAN BLVD,952903,145373,10306,PBSI,STATEN ISLAND,N,8,8,8.15,"[30, 40)"
87,8515,2020-11-17,16:31:00,2020,November,Tuesday,Based on Self Initiated,APP,POM,84,SGT,84,CPW,9,Y,N,Y,CPW,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,CO,NERVOUS,17,MALE,BLACK,6.0,150,THN,BROWN,BLK,BLACK WINTER JACKET GRAY JEAN,84,182 HOYT ST,HOYT ST,987255,188748,11201,PBBN,BROOKLYN,N,16,2,16.516666666666666,"[10, 20)"
