,STOP_WAS_INITIATED,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR
1160,Based on Radio Run,2,N,not arrested,N,N,N,17,MALE,BLACK,6.1,175,THN,BLACK,BLK,BROOKLYN,Y,19,1
1161,Based on Radio Run,13,N,not arrested,Y,N,Y,40,MALE,BLACK,6.0,190,MED,BROWN,OTHER,BROOKLYN,Y,17,1
1162,Based on Radio Run,1,N,not arrested,Y,N,N,23,MALE,BLACK,5.7,150,MED,BROWN,BLK,BRONX,N,15,0
1163,Based on Radio Run,15,N,not arrested,Y,N,Y,15,MALE,BLACK,5.5,135,THN,BROWN,BLK,MANHATTAN,N,1,1
1164,Based on Radio Run,10,N,not arrested,Y,Y,N,30,MALE,BLACK,5.1,230,MED,BROWN,BLK,BROOKLYN,N,21,4
1165,Based on Radio Run,8,N,not arrested,N,N,N,17,MALE,BLACK,5.3,180,MED,BROWN,BLK,MANHATTAN,Y,17,0
1166,Based on Self Initiated,20,N,not arrested,N,N,N,53,MALE,WHITE,5.9,180,MED,BROWN,BRO,STATEN ISLAND,N,23,7
1167,Based on Self Initiated,15,N,not arrested,N,N,N,28,MALE,BLACK,5.6,150,THN,BLACK,BLK,BRONX,Y,3,5
1168,Based on Radio Run,4,N,not arrested,N,N,N,41,MALE,BLACK,5.7,160,MED,BROWN,BLD,MANHATTAN,N,14,1
1169,Based on Radio Run,3,N,not arrested,Y,N,Y,29,MALE,BLACK,6.0,125,THN,BLACK,BLK,MANHATTAN,Y,18,3
1170,Based on Radio Run,5,N,not arrested,Y,N,N,30,MALE,BLACK,5.1,150,THN,BROWN,BLK,MANHATTAN,Y,11,7
1171,Based on Radio Run,5,Y,MENACING,Y,Y,Y,26,MALE,BLACK,5.7,140,THN,BROWN,BLK,MANHATTAN,Y,0,1
1172,Based on C/W on Scene,5,N,not arrested,N,N,N,42,MALE,BLACK,5.1,180,MED,BROWN,BLK,BROOKLYN,Y,2,0
1173,Based on Self Initiated,5,Y,ROBBERY,Y,Y,N,13,MALE,WHITE,5.4,210,HEA,BROWN,BRO,BROOKLYN,Y,16,1
1174,Based on Radio Run,5,Y,CPW,Y,Y,Y,22,MALE,WHITE,5.1,155,THN,BROWN,BLK,MANHATTAN,Y,8,8
1175,Based on Radio Run,12,N,not arrested,Y,Y,Y,30,MALE,BLACK,6.2,170,THN,BROWN,OTHER,BROOKLYN,Y,13,8
1176,Based on Radio Run,7,N,not arrested,Y,N,Y,18,MALE,BLACK,5.27,153,THN,BLACK,BLK,BROOKLYN,Y,19,1
1177,Based on Radio Run,10,N,not arrested,Y,N,Y,48,FEMALE,BLACK,5.4,160,MED,BROWN,BLK,BROOKLYN,Y,9,0
1178,Based on Self Initiated,5,Y,OTHER,N,Y,N,27,MALE,BLACK,5.7,150,MED,BROWN,BLK,BROOKLYN,Y,20,0
1179,Based on Radio Run,3,N,not arrested,Y,Y,Y,40,MALE,BLACK,5.1,190,MED,BROWN,OTHER,MANHATTAN,Y,0,7
1180,Based on Radio Run,5,N,not arrested,Y,Y,Y,18,FEMALE,BLACK,5.9,130,THN,BROWN,OTHER,BROOKLYN,Y,22,0
1181,Based on C/W on Scene,16,Y,GRAND LARCENY,N,Y,N,27,MALE,WHITE,5.5,145,THN,BROWN,BLK,BROOKLYN,Y,10,2
1182,Based on Self Initiated,3,Y,CPW,Y,N,N,22,MALE,WHITE,5.8,170,MED,BROWN,BLK,BRONX,Y,9,8
1183,Based on Radio Run,10,N,not arrested,N,Y,N,39,MALE,BLACK,5.9,225,MED,BROWN,BLD,BROOKLYN,Y,21,0
1184,Based on Radio Run,10,N,not arrested,N,N,N,18,MALE,WHITE,5.8,140,THN,BROWN,BLK,BROOKLYN,Y,23,2
1185,Based on Radio Run,1,Y,MENACING,N,Y,N,31,MALE,BLACK,5.11,270,HEA,BLACK,BLK,BRONX,Y,6,4
1186,Based on Radio Run,4,N,not arrested,Y,N,Y,22,MALE,BLACK,6.1,150,THN,BROWN,BLK,MANHATTAN,Y,21,6
1187,Based on Radio Run,15,Y,BURGLARY,Y,Y,Y,16,MALE,BLACK,6.0,160,MED,BROWN,BLK,MANHATTAN,Y,2,2
1188,Based on Radio Run,4,Y,ROBBERY,Y,Y,Y,31,MALE,WHITE,5.9,260,HEA,BROWN,BLK,MANHATTAN,Y,15,2
1189,Based on Radio Run,5,Y,CPW,Y,Y,N,25,MALE,WHITE,5.4,140,THN,BLACK,BLK,BROOKLYN,Y,16,2
1190,Based on Radio Run,7,N,not arrested,Y,N,Y,63,MALE,BLACK,5.1,175,THN,BROWN,BLK,BRONX,Y,3,0
1191,Based on Self Initiated,13,N,not arrested,N,N,N,18,MALE,BLACK,5.9,170,THN,BROWN,BLK,MANHATTAN,N,23,4
1192,Based on Self Initiated,11,N,not arrested,Y,N,N,29,MALE,OTHER,6.2,190,UNKNOWN,BROWN,BLK,BROOKLYN,N,22,9
1193,Based on Self Initiated,5,N,not arrested,N,Y,N,26,MALE,WHITE,5.1,120,HEA,BROWN,BLK,QUEENS,N,9,6
1194,Based on Radio Run,5,Y,OTHER,Y,Y,N,42,MALE,OTHER,5.7,150,THN,BROWN,BLK,BROOKLYN,Y,2,2
1195,Based on Radio Run,28,Y,CPW,Y,Y,Y,21,MALE,BLACK,6.0,180,MED,BROWN,BLK,QUEENS,Y,1,7
1196,Based on Radio Run,40,N,not arrested,Y,N,Y,25,MALE,WHITE,6.0,150,THN,BROWN,BRO,QUEENS,N,11,8
1197,Based on Radio Run,8,Y,ROBBERY,Y,Y,Y,15,MALE,BLACK,5.5,115,THN,BROWN,BLK,BROOKLYN,N,15,1
1198,Based on Radio Run,5,N,not arrested,N,N,N,16,MALE,BLACK,5.8,150,THN,unknown,OTHER,BROOKLYN,Y,21,3
1199,Based on C/W on Scene,11,N,not arrested,N,N,N,30,MALE,BLACK,5.7,160,THN,BROWN,BLK,MANHATTAN,Y,18,0
1200,Based on Radio Run,41,N,not arrested,Y,N,Y,43,MALE,BLACK,5.1,175,THN,BLACK,BLK,MANHATTAN,Y,9,3
1201,Based on Radio Run,20,N,not arrested,N,N,N,31,MALE,BLACK,5.1,205,MED,BROWN,BLD,QUEENS,Y,21,5
1202,Based on Radio Run,1,N,not arrested,N,N,N,45,MALE,WHITE,5.8,150,MED,BROWN,OTHER,BRONX,N,22,5
1203,Based on Self Initiated,1,Y,RECKLESS ENDANGERMENT,N,Y,N,23,FEMALE,BLACK,5.0,180,MED,BROWN,BRO,BROOKLYN,N,22,7
1204,Based on Self Initiated,4,Y,MAKING GRAFFITI,N,Y,N,21,MALE,OTHER,5.6,120,THN,BROWN,BLK,MANHATTAN,N,18,1
1205,Based on Radio Run,5,Y,CRIMINAL MISCHIEF,Y,Y,Y,31,MALE,BLACK,6.0,350,HEA,BROWN,BLK,QUEENS,Y,2,10
1206,Based on Radio Run,5,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,23,MALE,BLACK,5.1,170,THN,BROWN,BLK,QUEENS,Y,13,1
1207,Based on Radio Run,4,Y,PETIT LARCENY,N,Y,N,55,MALE,BLACK,5.1,180,MED,BROWN,BLK,MANHATTAN,Y,9,1
1208,Based on Radio Run,7,N,not arrested,Y,Y,N,21,MALE,WHITE,5.9,180,MED,unknown,OTHER,BROOKLYN,Y,2,1
1209,Based on Radio Run,40,N,not arrested,Y,N,Y,15,MALE,WHITE,5.1,150,MED,BROWN,BLK,MANHATTAN,N,22,2
1210,Based on Radio Run,4,N,not arrested,N,N,N,40,MALE,WHITE,5.6,200,MED,unknown,GRY,BRONX,Y,19,5
1211,Based on Radio Run,2,Y,ROBBERY,N,N,N,36,MALE,BLACK,6.3,180,MED,BROWN,BLD,MANHATTAN,Y,5,5
1212,Based on C/W on Scene,5,N,not arrested,Y,N,Y,48,MALE,WHITE,5.7,230,HEA,unknown,OTHER,BROOKLYN,Y,17,1
1213,Based on C/W on Scene,4,N,not arrested,Y,N,N,24,MALE,BLACK,5.8,140,THN,BROWN,BLK,BRONX,N,19,1
1214,Based on Radio Run,11,N,not arrested,N,N,N,26,FEMALE,WHITE,5.5,105,THN,BROWN,BLK,BROOKLYN,Y,22,2
1215,Based on Self Initiated,5,N,not arrested,N,N,N,21,MALE,BLACK,5.7,150,THN,BROWN,BLK,MANHATTAN,Y,20,1
1216,Based on Self Initiated,18,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,36,MALE,WHITE,5.5,130,THN,BROWN,BLK,QUEENS,Y,4,2
1217,Based on Self Initiated,20,Y,OTHER,N,Y,N,28,MALE,WHITE,5.7,140,MED,BROWN,BLK,BROOKLYN,Y,9,1
1218,Based on Self Initiated,10,N,not arrested,N,Y,N,24,MALE,WHITE,5.9,170,MED,BROWN,BLK,BRONX,N,0,0
1219,Based on C/W on Scene,14,Y,PETIT LARCENY,N,Y,N,23,MALE,BLACK,5.7,160,THN,BLACK,BLK,BROOKLYN,Y,13,1
1220,Based on Radio Run,16,Y,GRAND LARCENY,N,N,N,39,MALE,WHITE,5.8,160,MED,BROWN,BRO,MANHATTAN,Y,4,2
1221,Based on C/W on Scene,10,Y,CPW,Y,Y,Y,22,MALE,BLACK,6.4,290,HEA,BROWN,BLK,BRONX,N,22,0
1222,Based on Radio Run,2,Y,ROBBERY,Y,N,Y,15,MALE,BLACK,5.7,135,THN,BROWN,BRO,BRONX,Y,19,2
1223,Based on Radio Run,15,Y,BURGLARY,N,N,N,42,MALE,WHITE,5.8,185,MED,OTHER,BRO,MANHATTAN,Y,1,0
1224,Based on Radio Run,21,N,not arrested,Y,N,Y,14,MALE,OTHER,5.8,120,THN,BROWN,BLK,BROOKLYN,Y,16,2
1225,Based on Radio Run,5,Y,PETIT LARCENY,N,Y,N,62,MALE,BLACK,6.0,175,MED,BROWN,BLK,BROOKLYN,Y,17,0
1226,Based on Self Initiated,5,N,not arrested,N,N,N,26,MALE,WHITE,6.2,240,MED,BROWN,BRO,BROOKLYN,N,17,0
1227,Based on Radio Run,10,N,not arrested,N,Y,N,59,unknown,WHITE,5.7,153,THN,unknown,BRO,BROOKLYN,Y,14,4
1228,Based on C/W on Scene,4,Y,CRIMINAL MISCHIEF,N,Y,N,33,MALE,BLACK,6.0,190,THN,BROWN,BLD,BROOKLYN,Y,9,1
1229,Based on C/W on Scene,10,Y,PETIT LARCENY,N,Y,N,32,MALE,WHITE,5.7,140,THN,BROWN,BLK,BRONX,Y,18,2
1230,Based on Radio Run,2,N,not arrested,N,N,N,20,MALE,BLACK,5.6,130,THN,BROWN,BLK,BROOKLYN,Y,17,2
1231,Based on Radio Run,10,Y,PETIT LARCENY,Y,N,N,28,MALE,BLACK,5.1,160,UNKNOWN,BLACK,BLK,QUEENS,N,9,0
1232,Based on Self Initiated,2,N,not arrested,Y,N,N,28,MALE,BLACK,5.7,143,THN,BROWN,BLK,BROOKLYN,Y,16,0
1233,Based on Radio Run,15,Y,ROBBERY,N,N,N,25,MALE,BLACK,5.8,150,THN,BLACK,BLD,BROOKLYN,Y,12,2
1234,Based on Radio Run,5,Y,PETIT LARCENY,N,Y,Y,26,MALE,BLACK,5.4,150,UNKNOWN,BROWN,BLK,BRONX,Y,18,4
1235,Based on Radio Run,15,N,not arrested,N,N,N,15,MALE,WHITE,5.1,130,UNKNOWN,unknown,BLK,BROOKLYN,Y,14,1
1236,Based on Radio Run,5,N,not arrested,N,N,N,31,MALE,BLACK,5.1,150,THN,BROWN,BLK,QUEENS,N,9,1
1237,Based on Radio Run,5,N,not arrested,N,N,N,23,MALE,BLACK,5.5,150,THN,BROWN,BLK,BRONX,Y,1,7
1238,Based on Self Initiated,5,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,N,19,MALE,BLACK,5.8,200,HEA,BROWN,BLK,BRONX,N,16,0
1239,Based on Self Initiated,7,N,not arrested,Y,Y,N,17,MALE,BLACK,5.1,180,MED,BROWN,BLK,BRONX,Y,19,0
1240,Based on Self Initiated,5,Y,GRAND LARCENY,N,Y,N,26,MALE,WHITE,6.4,190,THN,OTHER,OTHER,MANHATTAN,N,13,1
1241,Based on Self Initiated,30,N,not arrested,N,N,N,23,MALE,WHITE,5.7,160,THN,BROWN,BLK,BROOKLYN,Y,22,1
1242,Based on Radio Run,5,Y,GRAND LARCENY,Y,Y,N,26,MALE,BLACK,5.833333333333333,170,MED,BLACK,BLK,BRONX,N,13,2
1243,Based on Radio Run,5,N,not arrested,N,N,N,16,MALE,BLACK,5.8,180,HEA,BROWN,BLK,BROOKLYN,N,18,4
1244,Based on Self Initiated,6,N,not arrested,Y,N,N,18,MALE,BLACK,5.9,170,MED,BLACK,BLK,BROOKLYN,Y,1,0
1245,Based on Radio Run,4,Y,PETIT LARCENY,N,Y,N,37,FEMALE,WHITE,5.2,120,THN,BROWN,BRO,STATEN ISLAND,N,13,0
1246,Based on Self Initiated,10,N,not arrested,Y,Y,N,21,MALE,BLACK,5.1,165,MED,BROWN,BLK,BRONX,Y,0,0
1247,Based on C/W on Scene,5,Y,ASSAULT,N,Y,N,24,MALE,WHITE,5.7,180,MED,BROWN,BRO,BROOKLYN,Y,0,4
1248,Based on Radio Run,2,N,not arrested,N,N,N,50,MALE,BLACK,6.3,250,HEA,BROWN,BLK,BRONX,Y,10,3
1249,Based on Radio Run,5,N,not arrested,N,N,N,29,FEMALE,WHITE,5.8,150,MED,OTHER,BLK,BROOKLYN,N,11,6
1250,Based on Radio Run,31,N,not arrested,N,N,N,17,MALE,BLACK,5.5,150,THN,BROWN,BLK,MANHATTAN,N,0,1
1251,Based on Radio Run,20,N,not arrested,Y,N,Y,24,MALE,BLACK,5.11,160,THN,unknown,BLK,BRONX,Y,16,8
1252,Based on Radio Run,10,Y,GRAND LARCENY,N,Y,N,50,MALE,BLACK,6.0,190,THN,BROWN,BLK,QUEENS,N,15,0
1253,Based on Radio Run,14,Y,ASSAULT,N,N,N,26,MALE,BLACK,5.8,210,HEA,BLACK,BLK,BROOKLYN,Y,2,1
1254,Based on C/W on Scene,10,Y,ROBBERY,N,Y,N,31,MALE,BLACK,6.0,180,THN,BROWN,BRO,MANHATTAN,Y,5,0
1255,Based on Radio Run,5,Y,ROBBERY,Y,Y,N,35,MALE,WHITE,5.5,165,MED,BROWN,BLK,BROOKLYN,Y,19,4
1256,Based on Self Initiated,5,N,not arrested,N,N,N,25,MALE,BLACK,5.6,150,MED,BROWN,BLD,BROOKLYN,Y,0,5
1257,Based on Radio Run,6,Y,ASSAULT,Y,Y,Y,45,MALE,BLACK,5.8,160,MED,BROWN,BLK,MANHATTAN,N,3,5
1258,Based on Radio Run,14,Y,ROBBERY,Y,Y,Y,26,MALE,BLACK,5.7,140,THN,BROWN,BLK,BRONX,Y,17,0
1259,Based on C/W on Scene,5,N,not arrested,Y,N,N,22,MALE,BLACK,5.57,172,MED,BROWN,BLK,MANHATTAN,N,17,4
1260,Based on C/W on Scene,10,N,not arrested,N,N,N,66,MALE,OTHER,5.7,155,THN,BROWN,GRY,MANHATTAN,Y,19,1
1261,Based on Self Initiated,2,N,not arrested,N,N,N,36,MALE,BLACK,5.336666666666667,157,UNKNOWN,BROWN,OTHER,BROOKLYN,Y,8,0
1262,Based on Radio Run,5,N,not arrested,Y,N,Y,23,MALE,BLACK,5.8,220,MED,BROWN,BLK,BRONX,Y,1,1
1263,Based on Radio Run,30,N,not arrested,Y,N,Y,44,MALE,OTHER,5.9,160,THN,BROWN,BLK,QUEENS,Y,15,1
1264,Based on Radio Run,15,Y,BURGLARY,N,Y,N,20,MALE,BLACK,5.9,150,THN,BROWN,BLK,BROOKLYN,Y,4,0
1265,Based on Radio Run,15,N,not arrested,Y,N,Y,19,FEMALE,BLACK,5.2,190,MED,BROWN,BLK,BRONX,Y,4,2
1266,Based on Radio Run,30,N,not arrested,Y,N,Y,18,MALE,BLACK,5.9,220,HEA,BROWN,BLK,QUEENS,N,15,1
1267,Based on Self Initiated,15,N,not arrested,N,N,N,32,MALE,BLACK,5.8,210,MED,BROWN,OTHER,MANHATTAN,N,14,0
1268,Based on Radio Run,0,N,not arrested,Y,N,Y,14,MALE,BLACK,5.8,210,HEA,BROWN,BLK,BRONX,Y,1,1
1269,Based on C/W on Scene,30,N,not arrested,N,N,N,19,FEMALE,BLACK,5.4,150,MED,BROWN,BLK,QUEENS,Y,5,0
1270,Based on Radio Run,33,N,not arrested,N,N,N,16,MALE,BLACK,5.6,135,THN,BROWN,BRO,MANHATTAN,Y,17,5
1271,Based on C/W on Scene,16,N,not arrested,Y,N,N,30,MALE,WHITE,5.9,160,THN,unknown,BRO,MANHATTAN,Y,16,1
1272,Based on Radio Run,1,N,not arrested,Y,N,Y,20,MALE,WHITE,5.7,155,THN,BROWN,BLK,MANHATTAN,Y,18,2
1273,Based on Radio Run,5,Y,ASSAULT,N,Y,N,36,unknown,BLACK,6.1,180,UNKNOWN,BROWN,BLK,BROOKLYN,Y,16,0
1274,Based on Radio Run,5,N,not arrested,Y,N,Y,27,MALE,WHITE,5.1,180,MED,BLACK,BRO,MANHATTAN,N,18,1
1275,Based on Radio Run,6,N,not arrested,Y,N,Y,34,MALE,WHITE,5.11,200,MED,BROWN,BLK,QUEENS,Y,4,0
1276,Based on C/W on Scene,10,N,not arrested,Y,N,N,34,MALE,BLACK,5.1,175,UNKNOWN,BROWN,BLD,BROOKLYN,Y,16,0
1277,Based on Radio Run,2,N,not arrested,Y,N,N,25,MALE,BLACK,5.11,140,THN,BROWN,BLK,MANHATTAN,Y,20,3
1278,Based on Radio Run,15,Y,CPW,Y,Y,Y,30,MALE,BLACK,6.0,180,MED,BROWN,BLK,QUEENS,Y,14,3
1279,Based on Radio Run,5,Y,MENACING,Y,Y,Y,33,MALE,BLACK,6.0,200,MED,BROWN,BLD,QUEENS,Y,7,0
1280,Based on Self Initiated,4,N,not arrested,Y,N,N,17,MALE,BLACK,5.6,180,HEA,BROWN,BLK,BROOKLYN,N,23,0
1281,Based on C/W on Scene,3,Y,CPW,N,Y,N,16,MALE,BLACK,6.0,160,THN,BROWN,BLK,MANHATTAN,Y,11,0
1282,Based on Radio Run,5,N,not arrested,N,N,N,18,MALE,BLACK,5.2,120,UNKNOWN,BLACK,BLK,BROOKLYN,Y,9,2
1283,Based on Radio Run,20,Y,CRIMINAL TRESPASS,Y,Y,Y,47,MALE,BLACK,5.7,130,THN,BROWN,GRY,MANHATTAN,N,23,1
1284,Based on Radio Run,10,Y,ASSAULT,Y,Y,Y,41,MALE,BLACK,5.9,190,HEA,BROWN,BRO,MANHATTAN,Y,15,1
1285,Based on C/W on Scene,3,N,not arrested,Y,N,Y,31,MALE,WHITE,5.11,170,THN,BROWN,BLK,MANHATTAN,Y,23,4
1286,Based on Radio Run,5,N,not arrested,N,N,N,31,MALE,WHITE,5.8,140,THN,BROWN,BRO,MANHATTAN,Y,17,2
1287,Based on Radio Run,1,N,not arrested,N,N,N,40,MALE,BLACK,6.0,180,THN,unknown,OTHER,BROOKLYN,Y,9,9
1288,Based on C/W on Scene,4,N,not arrested,Y,N,N,50,MALE,BLACK,6.0,200,MED,BROWN,BLK,BROOKLYN,Y,3,4
1289,Based on Radio Run,12,N,not arrested,N,N,N,30,FEMALE,WHITE,5.4,150,MED,BLACK,BLK,MANHATTAN,N,13,0
1290,Based on C/W on Scene,20,N,not arrested,Y,N,Y,22,MALE,WHITE,6.3,150,THN,BROWN,BLK,BROOKLYN,Y,2,1
1291,Based on Radio Run,15,N,not arrested,Y,N,N,15,MALE,WHITE,5.9,145,THN,BROWN,BLK,QUEENS,Y,9,1
1292,Based on Radio Run,5,Y,ROBBERY,N,Y,N,34,MALE,WHITE,5.5,150,THN,BROWN,BRO,MANHATTAN,Y,4,2
1293,Based on Radio Run,10,N,not arrested,Y,Y,Y,30,MALE,BLACK,5.1,150,THN,BLACK,OTHER,QUEENS,Y,21,1
1294,Based on C/W on Scene,3,N,not arrested,Y,N,Y,25,FEMALE,BLACK,5.8,320,HEA,BROWN,BLK,BROOKLYN,Y,2,0
1295,Based on Radio Run,35,N,not arrested,Y,N,Y,23,MALE,BLACK,6.0,180,THN,BLACK,BLK,BRONX,Y,20,1
1296,Based on Self Initiated,10,N,not arrested,N,N,N,21,MALE,BLACK,6.0,185,MED,BROWN,BLK,BROOKLYN,Y,2,1
1297,Based on Radio Run,24,Y,OTHER,N,Y,N,30,MALE,WHITE,5.666666666666667,160,THN,unknown,BRO,BROOKLYN,Y,4,5
1298,Based on Radio Run,3,N,not arrested,N,N,N,30,MALE,BLACK,5.6,165,MED,BLACK,BLK,BROOKLYN,Y,1,0
1299,Based on Self Initiated,8,N,not arrested,N,N,N,22,FEMALE,BLACK,5.8,120,THN,BLACK,BLK,MANHATTAN,N,16,0
1301,Based on C/W on Scene,41,Y,MENACING,Y,N,N,33,FEMALE,BLACK,5.4,110,THN,BROWN,BRO,BRONX,Y,3,0
1302,Based on C/W on Scene,5,N,not arrested,N,N,N,20,MALE,BLACK,5.11,180,MED,BROWN,BRO,MANHATTAN,Y,3,1
1303,Based on Radio Run,5,Y,CPW,Y,Y,Y,25,MALE,BLACK,5.1,150,THN,BROWN,BLK,BRONX,Y,20,0
1304,Based on C/W on Scene,3,N,not arrested,N,N,N,20,MALE,BLACK,5.5,150,MED,BROWN,BLK,BROOKLYN,Y,10,4
1305,Based on Radio Run,3,Y,ROBBERY,Y,Y,Y,33,MALE,BLACK,5.11,180,MED,BROWN,BLK,BRONX,Y,1,0
1306,Based on C/W on Scene,41,N,not arrested,N,N,N,66,MALE,WHITE,5.8,185,MED,BROWN,GRY,QUEENS,Y,4,2
1307,Based on Radio Run,10,Y,PETIT LARCENY,N,Y,N,30,MALE,WHITE,5.7,170,THN,OTHER,BLK,BRONX,Y,9,2
1308,Based on Radio Run,10,Y,OTHER,Y,Y,Y,44,MALE,BLACK,6.2,245,HEA,BROWN,BLK,MANHATTAN,N,2,8
1309,Based on Self Initiated,3,N,not arrested,Y,N,Y,17,MALE,BLACK,5.6,145,THN,BROWN,BLK,MANHATTAN,Y,18,2
1310,Based on Radio Run,10,N,not arrested,N,N,Y,42,MALE,WHITE,6.0,180,THN,BROWN,BLK,BROOKLYN,Y,23,3
1311,Based on Self Initiated,5,Y,BURGLARY,Y,Y,Y,63,MALE,BLACK,6.0,165,THN,BROWN,BLD,MANHATTAN,N,20,1
1312,Based on Radio Run,2,N,not arrested,Y,N,N,22,MALE,WHITE,5.1,160,MED,BROWN,BLK,BRONX,Y,22,1
1313,Based on Radio Run,5,Y,CPW,Y,Y,Y,23,MALE,WHITE,5.8,130,THN,BROWN,BLK,MANHATTAN,Y,11,0
1314,Based on Self Initiated,5,N,not arrested,N,N,N,25,MALE,BLACK,5.566666666666667,165,MED,BROWN,BLK,BROOKLYN,N,18,0
1315,Based on Radio Run,5,N,not arrested,Y,N,Y,26,MALE,BLACK,5.9,180,MED,BROWN,BLK,BROOKLYN,Y,15,1
1316,Based on Radio Run,16,N,not arrested,Y,N,Y,32,MALE,WHITE,5.11,175,THN,BROWN,BRO,QUEENS,N,20,0
1317,Based on Radio Run,5,N,not arrested,N,N,N,29,MALE,BLACK,6.0,170,MED,BROWN,BLK,BROOKLYN,Y,22,3
1318,Based on Self Initiated,8,Y,CPW,Y,Y,N,56,MALE,BLACK,5.11,175,THN,BROWN,BLD,BRONX,Y,19,0
1319,Based on C/W on Scene,2,Y,PETIT LARCENY,N,Y,N,27,MALE,BLACK,5.1,165,THN,BROWN,BLK,MANHATTAN,Y,8,7
1320,Based on Radio Run,5,N,not arrested,Y,N,Y,18,MALE,WHITE,5.11,120,THN,BROWN,BLK,MANHATTAN,N,4,1
1321,Based on Radio Run,3,N,not arrested,N,N,N,35,MALE,BLACK,5.8,175,MED,BROWN,BLK,BROOKLYN,Y,11,10
1322,Based on Radio Run,41,N,not arrested,Y,Y,Y,30,MALE,BLACK,5.9,185,UNKNOWN,BROWN,BLK,STATEN ISLAND,N,11,0
1323,Based on Radio Run,15,Y,MENACING,Y,Y,N,47,MALE,BLACK,5.7,150,THN,BROWN,BLD,BROOKLYN,Y,23,1
1324,Based on Radio Run,7,N,not arrested,N,N,N,43,MALE,WHITE,5.6,150,HEA,BLACK,BLK,MANHATTAN,Y,0,4
1325,Based on Radio Run,20,Y,MENACING,N,Y,Y,21,MALE,BLACK,6.1,150,THN,BLACK,BRO,BROOKLYN,Y,9,7
1326,Based on Radio Run,25,N,not arrested,Y,N,N,19,MALE,BLACK,6.2,180,THN,BROWN,OTHER,QUEENS,Y,12,1
1327,Based on C/W on Scene,2,Y,BURGLARY,N,Y,N,52,MALE,WHITE,6.1,175,THN,BROWN,BLK,BROOKLYN,Y,11,0
1328,Based on Radio Run,6,N,not arrested,Y,N,Y,43,MALE,WHITE,6.0,200,MED,unknown,OTHER,MANHATTAN,Y,11,2
1329,Based on Self Initiated,10,Y,BURGLARY,Y,Y,N,30,MALE,BLACK,6.0,165,THN,BROWN,BLK,MANHATTAN,N,14,2
1330,Based on Radio Run,7,Y,CPW,Y,Y,Y,21,MALE,BLACK,5.11,165,THN,BROWN,BLK,MANHATTAN,N,18,2
1331,Based on Self Initiated,10,N,not arrested,Y,Y,Y,15,MALE,BLACK,5.5,130,THN,BROWN,BLK,BRONX,Y,21,1
1332,Based on Radio Run,10,Y,CRIMINAL TRESPASS,Y,Y,N,16,MALE,BLACK,5.5,120,THN,BLACK,BLK,BROOKLYN,Y,20,4
1333,Based on Radio Run,25,Y,CPW,N,Y,N,44,MALE,WHITE,6.2,170,MED,BROWN,BRO,BROOKLYN,N,22,0
1334,Based on Self Initiated,2,N,not arrested,Y,Y,N,15,MALE,BLACK,5.6,135,THN,BROWN,BLK,BRONX,Y,20,0
1335,Based on Self Initiated,2,Y,CPW,Y,Y,N,21,MALE,BLACK,5.7,160,MED,BROWN,BLK,BRONX,Y,20,4
1336,Based on Self Initiated,1,Y,CPW,Y,Y,Y,17,MALE,BLACK,5.9,160,THN,BROWN,BLK,BRONX,N,22,2
1337,Based on Radio Run,10,N,not arrested,N,Y,N,28,MALE,OTHER,5.9,225,MED,BROWN,BRO,QUEENS,Y,18,1
1338,Based on Radio Run,5,Y,PETIT LARCENY,Y,Y,N,26,FEMALE,WHITE,5.3,160,HEA,unknown,BLK,BROOKLYN,N,17,6
1339,Based on Radio Run,5,N,not arrested,N,Y,N,18,FEMALE,BLACK,5.5,110,THN,unknown,BLK,BROOKLYN,Y,21,0
1340,Based on Radio Run,5,N,not arrested,N,N,N,42,MALE,WHITE,5.7,157,MED,BROWN,BLK,MANHATTAN,N,22,0
1341,Based on Radio Run,6,Y,BURGLARY,N,N,N,38,MALE,WHITE,5.9,145,THN,unknown,BLK,BROOKLYN,Y,6,2
1342,Based on Self Initiated,2,N,not arrested,Y,N,N,17,MALE,BLACK,5.8,140,THN,BROWN,BLK,BROOKLYN,Y,0,0
1343,Based on Self Initiated,5,Y,CRIMINAL TRESPASS,N,Y,N,70,MALE,WHITE,5.5,260,MED,BROWN,GRY,MANHATTAN,Y,19,0
1344,Based on Self Initiated,5,N,not arrested,Y,N,N,44,MALE,BLACK,5.4,180,MED,unknown,BLK,BROOKLYN,N,13,0
