STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
790,2020-01-24,19:38:00,2020,January,Friday,Based on Self Initiated,APP,POM,75,SGT,75,O,P,PSB,1,CPW,7,Y,(null),N,Y,OTHER,N,(null),N,(null),S,V,Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CO,"VIOLENT, RESISTING, THREATENING",26,MALE,BLACK,5.7,170,MED,BRO,BLK,(null),75,B,(null),RIVERDALE AVE && HINSDALE ST,RIVERDALE AVE,1012468,180672,11207,PBBN,BROOKLYN
506,2020-01-19,17:02:00,2020,January,Sunday,Based on Radio Run,APP,POM,113,SGT,113,O,P,PSB,0,ASSAULT,845,Y,(null),N,N,(null),Y,DISORD,Y,(null),(null),(null),Y,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,AGGITATED, ,(null),BLACK, , ,(null),(null),(nu,(null),113,B,(null),174-27 127 AVE,127 AVE,1048445,187516,11434,PBQS,QUEENS
5429,2020-05-09,01:09:00,2020,May,Saturday,Based on Radio Run,APP,DT3,740,SGT,740,O,(null),(null),1,PETIT LARCENY,20,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),Y,(null),(null),(null),(null),CO,CALM,30,MALE,BLACK,6,150,THN,BRO,BLK,(null),68,A,(null),374 94 ST,94 ST,975516,164012,11209,PBBS,BROOKLYN
4871,2020-05-24,04:02:00,2020,May,Sunday,Based on Self Initiated,APP,POM,112,SGT,112,I,(null),(null),1,UNAUTHORIZED USE OF A VEHICLE,23,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),N,(null),S,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),Y,(null),(null),SA,CALM,31,MALE,WHITE,5.9,140,THN,BRO,BRO,(null),112,C,(null),63 RD && 110 ST,63 RD,1026362,207082,11375,PBQN,QUEENS
6359,2020-08-07,11:48:00,2020,August,Friday,Based on Radio Run,APP,SDS,318,LT,860,S,T,Transi,1,ROBBERY,1,Y,(null),N,Y,ROBBERY,N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),CM,"NERVOUS, UNCOOPERATIVE",44,FEMALE,BLACK,6,300,HEA,BRO,BLK,(null),18,E,(null),W 58 ST && COLUMBUS CIR,W 58 ST,989309,219188,(null),PBMS,MANHATTAN
2562,2020-03-12,11:00:00,2020,March,Thursday,Based on C/W on Scene,APP,DT3,580,SGT,580,O,(null),(null),1,RAPE,9,Y,(null),N,Y,RAPE,N,(null),N,(null),S,V,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,,27,MALE,BLACK,6, ,MED,BRO,BLK,TATTOOS,88,A,(null),FULTON ST && GRAND AVE,FULTON ST,994898,187886,11238,PBBN,BROOKLYN
736,2020-01-26,16:15:00,2020,January,Sunday,Based on Radio Run,APP,POM,139,SGT,139,O,P,PSB,1,ROBBERY,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CONFUSED, ,MALE,BLACK,5.6,150,THN,BRO,BLK,(null),75,D,(null),996 SCHENCK AVE,SCHENCK AVE,1017409,178329,11207,PBBN,BROOKLYN
2309,2020-03-03,09:25:00,2020,March,Tuesday,Based on Radio Run,APP,POM,28,LT,28,I,(null),(null),0,PETIT LARCENY,13,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM,30,MALE,BLACK,5.6,150,THN,BLK,BLK,(null),28,D,(null),100 W 125 ST,W 125 ST,999126,233631,10027,PBMN,MANHATTAN
9431,2020-12-26,23:03:00,2020,December,Saturday,Based on Self Initiated,APP,POM,807,SGT,807,O,P,PSB,0,CPW,10,Y,(null),Y,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,"NERVOUS, SHAKING",17,MALE,BLACK,5.11,190,U,BRO,BLK,(null),40,C,(null),MELROSE AVE && E 151 ST,MELROSE AVE,1007191,237130,10455,PBBX,BRONX
2768,2020-03-21,21:20:00,2020,March,Saturday,Based on Self Initiated,APP,POF,48,LT,48,(null),P,PSB,1,CPW,1,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,"INTOXICATED, USING VULGAR LANGUAGE",35,MALE,BLACK,6,180,THN,BRO,XXX,UNK,48,D,(null),2025 DALY AVE,DALY AVE,1016652,246518,10460,PBBX,BRONX
8928,2020-12-05,02:00:00,2020,December,Saturday,Based on Self Initiated,APP,POM,61,SGT,61,O,(null),(null),1,BURGLARY,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(,(null),(null),(null),(null),(null),(null),CM,NORMAL,52,MALE,WHITE,5.7,120,THN,BLU,XXX,(null),61,B,(null),AVENUE U && E 16 ST,AVENUE U,996614,157489,11229,PBBS,BROOKLYN
5363,2020-06-07,17:00:00,2020,June,Sunday,Based on C/W on Scene,APP,POM,46,SGT,46,O,P,PSB,1,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,UPSET THAN PERSON CALMED DOWN AFTER EXPLANATION,40,MALE,BLACK,5.1,180,MED,BRO,BLK,,46,A,(null),2001 GRAND CONC,GRAND CONC,1010558,249452,10453,PBBX,BRONX
51,2020-01-03,04:52:00,2020,January,Friday,Based on C/W on Scene,APP,POM,113,LT,113,(null),P,PSB,1,ASSAULT,30,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),Y,(null),(null),CM,CALM,22,FEMALE,BLACK,5.4,110,THN,BRO,BLK,,105,C,(null),114-32 223 ST,223 ST,1057839,194626,11411,PBQS,QUEENS
7305,2020-09-26,03:33:00,2020,September,Saturday,Based on Radio Run,APP,POM,104,SGT,104,O,(null),(null),1,BURGLARY,55,Y,(null),N,Y,BURGLARY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,INTOXICATED,43,MALE,WHITE,5.5,175,MED,BLU,BRO,RED FLANNEL,104,A,(null),69-11 MYRTLE AVE,MYRTLE AVE,1016867,195031,11385,PBQN,QUEENS
2027,2020-02-24,02:10:00,2020,February,Monday,Based on Radio Run,APP,POM,83,SGT,83,(null),P,PSB,0,ROBBERY,10,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(,(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(,(null),(null),(null),Y,(null),(null),PF,CONFUSED,40,MALE,WHITE HISPANIC,5.7,160,MED,BRO,BRO,TAN PANTS,83,D,IFO,248 IRVING AVE,IRVING AVE,1007381,194365,11237,PBBN,BROOKLYN
3961,2020-04-21,02:18:00,2020,April,Tuesday,Based on Radio Run,APP,POF,106,SGT,106,(null),(null),(null),1,BURGLARY,45,Y,(null),Y,N,(null),Y,TRESPA,Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,CALM,29,FEMALE,BLACK,5.8,140,THN,BRO,BLK,(null),106,D,(null),127-10 116 AVE,116 AVE,1036606,186062,11420,PBQS,QUEENS
7061,2020-09-15,16:35:00,2020,September,Tuesday,Based on Radio Run,APP,POM,19,SGT,19,(null),(null),(null),1,GRAND LARCENY,5,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),ID,NERVOUS,43,FEMALE,BLACK,5.8,140,THN,BRO,PNK,NONE,19,D,(null),PARK AVE && E 87 ST,PARK AVE,996239,223766,10128,PBMN,MANHATTAN
3753,2020-04-21,08:25:00,2020,April,Tuesday,Based on Radio Run,APP,POM,17,LT,17,(null),(null),(null),1,PETIT LARCENY,5,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,ANGRY,34,MALE,BLACK HISPANIC,5.9,195,MED,BRO,BLK,TRACK MARKS ON BOTH ARMS,17,B,(null),150 E 42 ST,E 42 ST,991075,212881,10017,PBMS,MANHATTAN
342,2020-01-14,14:15:00,2020,January,Tuesday,Based on Radio Run,APP,POM,20,SGT,20,S,T,Transi,3,ROBBERY,10,Y,(null),N,N,(null),N,(null),N,I,S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,COOPERATIVE,15,MALE,WHITE HISPANIC,5.4,290,HEA,BRO,BRO,BLACK COAT BLUE JEANS BOOK BA,24,B,(null),W 86 ST && BROADWAY,W 86 ST,990835,226602,(null),PBMN,MANHATTAN
8064,2020-10-31,08:10:00,2020,October,Saturday,Based on Radio Run,APP,POM,28,SGT,28,(null),(null),(null),1,ASSAULT,20,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,29,MALE,BLACK,6.1,200,THN,BRO,BLK,(null),28,D,(null),LENOX AVE && W 122 ST,LENOX AVE,998950,232870,10027,PBMN,MANHATTAN
3271,2020-04-03,01:36:00,2020,April,Friday,Based on Radio Run,APP,POM,7,SGT,7,O,P,PSB,1,BURGLARY,8,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),Y,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NERVOUS,30,MALE,BLACK,5.9,150,THN,BRO,BLK,(null),7,C,(null),158 LUDLOW ST,LUDLOW ST,987646,201971,10002,PBMS,MANHATTAN
5165,2020-06-01,13:42:00,2020,June,Monday,Based on Radio Run,APP,POF,110,SGT,110,I,(null),(null),2,CPW,15,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,23,MALE,BLACK,6.1,180,THN,BRO,BLK,(null),115,C,(null),37-59 81 ST,81 ST,1016083,212272,11372,PBQN,QUEENS
9150,2020-12-08,19:55:00,2020,December,Tuesday,Based on Radio Run,APP,POM,48,SGT,48,O,(null),(null),30,CPW,2,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,,21,MALE,BLACK,5.9,150,THN,BRO,BLK,(null),48,B,(null),E 183 ST && HUGHES AVE,E 183 ST,1015214,249971,10458,PBBX,BRONX
309,2020-01-11,13:52:00,2020,January,Saturday,Based on Radio Run,APP,POM,69,SGT,69,O,(null),(null),1,ROBBERY,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),ID,ANNOYED AND AGRIVATED,16,MALE,BLACK,5.8,140,THN,BLK,BLK,BLACK HOODIE,69,C,(null),GLENWOOD RD && E 78 ST,GLENWOOD RD,1007444,171016,11236,PBBS,BROOKLYN
7952,2020-10-24,20:24:00,2020,October,Saturday,Based on Radio Run,APP,POM,121,SSA,121,O,P,PSB,1,GRAND LARCENY AUTO,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NOT COMPLIANT,17,MALE,BLACK,5.1,140,THN,BRO,BLK,BLACK JUMP SUIT/RED SNEAKERS,121,A,(null),SOUTH AVE && BRABANT ST,SOUTH AVE,938083,169635,10303,PBSI,STATEN ISLAND
9159,2020-12-12,21:20:00,2020,December,Saturday,Based on Self Initiated,APP,POM,807,SGT,807,O,P,PSB,2,CPW,5,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,Y,(null),Y,Y,(null),Y,CM,CALM,20,MALE,BLACK,6.1,180,THN,BRO,BLK,(null),40,D,(null),E 156 ST && EAGLE AVE,E 156 ST,1009233,237672,10455,PBBX,BRONX
9192,2020-12-15,20:07:00,2020,December,Tuesday,Based on Self Initiated,APP,POM,52,SGT,52,O,P,PSB,1,CPW,3,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),Y,Y,(null),Y,CO,NERVOUS,17,MALE,BLACK,5.1,140,THN,BRO,BLK,(null),52,B,(null),2655 VALENTINE AVE,VALENTINE AVE,1013796,254658,10458,PBBX,BRONX
3339,2020-03-10,17:10:00,2020,March,Tuesday,Based on Radio Run,APP,POM,63,SGT,63,(null),(null),(null),0,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),CM,CALM,42,MALE,WHITE,5.8,170,MED,BRO,BLK,(null),63,B,(null),AVENUE P && E 32 ST,AVENUE P,1000492,163128,11234,PBBS,BROOKLYN
